window,start_date,end_date,rmse,r2,directional_accuracy
395,2022-04-29,2022-04-29,0.04402314585818309,,0.0
396,2022-05-06,2022-05-06,0.00547535631979907,,0.0
397,2022-05-13,2022-05-13,0.030177899782257607,,0.0
398,2022-05-20,2022-05-20,0.03392123458658683,,0.0
399,2022-05-27,2022-05-27,0.05826322698315959,,1.0
400,2022-06-03,2022-06-03,0.008688005580824644,,1.0
401,2022-06-10,2022-06-10,0.05389386181834146,,0.0
402,2022-06-17,2022-06-17,0.0681580400746816,,0.0
403,2022-06-24,2022-06-24,0.06036112978526883,,1.0
404,2022-07-01,2022-07-01,0.027750341050870965,,0.0
405,2022-07-08,2022-07-08,0.027812512667475704,,1.0
406,2022-07-15,2022-07-15,0.010836784501455532,,0.0
407,2022-07-22,2022-07-22,0.019705533546626346,,1.0
408,2022-07-29,2022-07-29,0.04865825683955098,,0.0
409,2022-08-05,2022-08-05,0.0027713621716604978,,1.0
410,2022-08-12,2022-08-12,0.027156387722856702,,1.0
411,2022-08-19,2022-08-19,0.014191038023314395,,0.0
412,2022-08-26,2022-08-26,0.03858836900901037,,1.0
413,2022-09-02,2022-09-02,0.03320213690478114,,1.0
414,2022-09-09,2022-09-09,0.03347546632883583,,0.0
415,2022-09-16,2022-09-16,0.05129376204282282,,0.0
416,2022-09-23,2022-09-23,0.04080526586210656,,1.0
417,2022-09-30,2022-09-30,0.031694526599426495,,0.0
418,2022-10-07,2022-10-07,0.010501134586706151,,1.0
419,2022-10-14,2022-10-14,0.017291514585850223,,0.0
420,2022-10-21,2022-10-21,0.05736658246337409,,0.0
421,2022-10-28,2022-10-28,0.04405910205103702,,0.0
422,2022-11-04,2022-11-04,0.012627666279256669,,1.0
423,2022-11-11,2022-11-11,0.06562701117266798,,0.0
424,2022-11-18,2022-11-18,0.00025289823078104845,,1.0
425,2022-11-25,2022-11-25,0.025023983863030883,,0.0
426,2022-12-02,2022-12-02,0.02762921923808149,,0.0
427,2022-12-09,2022-12-09,0.02835581395727333,,1.0
428,2022-12-16,2022-12-16,0.011380053410264594,,1.0
429,2022-12-23,2022-12-23,0.0016421122474940125,,1.0
430,2022-12-30,2022-12-30,0.008751196691104454,,0.0
431,2023-01-06,2023-01-06,0.031357255338758966,,0.0
432,2023-01-13,2023-01-13,0.028248418425525827,,0.0
433,2023-01-20,2023-01-20,0.003308129720422097,,1.0
434,2023-01-27,2023-01-27,0.027425910595844392,,0.0
435,2023-02-03,2023-02-03,0.021693385678655606,,0.0
436,2023-02-10,2023-02-10,0.0085709785608796,,1.0
437,2023-02-17,2023-02-17,0.0021733883931976394,,1.0
438,2023-02-24,2023-02-24,0.021152473159822098,,1.0
439,2023-03-03,2023-03-03,0.02391130188285022,,0.0
440,2023-03-10,2023-03-10,0.027019129106570727,,1.0
441,2023-03-17,2023-03-17,0.019571097476305407,,0.0
442,2023-03-24,2023-03-24,0.022815231622588528,,0.0
443,2023-03-31,2023-03-31,0.045093336104020124,,0.0
444,2023-04-07,2023-04-07,0.025931176494872914,,0.0
445,2023-04-14,2023-04-14,0.012897094852896515,,0.0
446,2023-04-21,2023-04-21,0.006716730814626377,,1.0
447,2023-04-28,2023-04-28,0.010007360303264469,,0.0
448,2023-05-05,2023-05-05,0.00685532080636906,,1.0
449,2023-05-12,2023-05-12,0.0013101990135374192,,1.0
450,2023-05-19,2023-05-19,0.02454011365284231,,0.0
451,2023-05-26,2023-05-26,0.010233154910669062,,0.0
452,2023-06-02,2023-06-02,0.033412088965686426,,0.0
453,2023-06-09,2023-06-09,0.014023692071793825,,0.0
454,2023-06-16,2023-06-16,0.03791961752541695,,0.0
455,2023-06-23,2023-06-23,0.0039904651048688206,,1.0
456,2023-06-30,2023-06-30,0.02714841803111817,,0.0
457,2023-07-07,2023-07-07,0.00827880314744707,,0.0
458,2023-07-14,2023-07-14,0.027122197162086983,,0.0
459,2023-07-21,2023-07-21,0.010793737827659453,,0.0
